,L1,L2,L3,L4,L5,L6,L7,L8,L9
112,1,12,125,12514,1251427,125142742,12514274251,1251427425174,1251427425174112
113,1,12,125,12514,1251427,125142743,12514274352,1251427435275,1251427435275113
114,1,12,125,12514,1251427,125142744,12514274453,1251427445376,1251427445376114
115,1,12,125,12514,1251428,125142845,12514284554,1251428455477,1251428455477115
116,1,12,125,12514,1251428,125142845,12514284554,1251428455478,1251428455478116
117,1,12,125,12514,1251428,125142845,12514284554,1251428455479,1251428455479117
118,1,12,125,12514,1251429,125142946,12514294655,1251429465580,1251429465580118
119,1,12,125,12514,1251429,125142946,12514294655,1251429465580,1251429465580119
120,1,12,125,12514,1251429,125142946,12514294655,1251429465580,1251429465580120
121,1,12,125,12514,1251429,125142947,12514294756,1251429475681,1251429475681121
122,1,12,125,12514,1251429,125142948,12514294857,1251429485782,1251429485782122
123,1,12,125,12514,1251430,125143049,12514304958,1251430495883,1251430495883123
124,1,12,125,12514,1251430,125143050,12514305059,1251430505984,1251430505984124
125,1,12,125,12514,1251430,125143050,12514305059,1251430505984,1251430505984125
126,1,12,125,12514,1251430,125143050,12514305059,1251430505984,1251430505984126
127,1,12,125,12514,1251430,125143051,12514305160,1251430516085,1251430516085127
128,1,12,125,12515,1251531,125153152,12515315261,1251531526186,1251531526186128
129,1,12,125,12515,1251531,125153152,12515315261,1251531526186,1251531526186129
130,1,12,125,12516,1251632,125163253,12516325362,1251632536287,1251632536287130
131,1,12,125,12516,1251632,125163253,12516325362,1251632536287,1251632536287131
132,1,12,125,12516,1251632,125163254,12516325463,1251632546388,1251632546388132
133,1,12,125,12517,1251733,125173355,12517335564,1251733556489,1251733556489133
134,1,12,125,12518,1251834,125183456,12518345665,1251834566590,1251834566590134
135,1,12,125,12518,1251834,125183457,12518345766,1251834576691,1251834576691135
136,1,12,125,12518,1251834,125183457,12518345767,1251834576792,1251834576792136
137,1,12,125,12519,1251935,125193558,12519355868,1251935586893,1251935586893137
138,1,12,125,12519,1251935,125193558,12519355868,1251935586893,1251935586893138
139,1,12,125,12519,1251936,125193659,12519365969,1251936596994,1251936596994139
140,1,12,125,12519,1251936,125193660,12519366070,1251936607095,1251936607095140
141,1,12,125,12519,1251936,125193661,12519366171,1251936617196,1251936617196141
142,1,12,125,12519,1251936,125193662,12519366272,1251936627297,1251936627297142
143,1,12,125,12520,1252037,125203763,12520376373,1252037637398,1252037637398143
144,1,12,125,12520,1252038,125203864,12520386474,1252038647499,1252038647499144
145,2,23,236,23621,2362139,236213965,23621396575,23621396575100,23621396575100145
146,2,23,236,23621,2362139,236213965,23621396576,23621396576101,23621396576101146
147,2,23,236,23621,2362139,236213965,23621396577,23621396577102,23621396577102147
148,2,23,236,23621,2362139,236213965,23621396577,23621396577102,23621396577102148
149,2,23,236,23621,2362139,236213965,23621396577,23621396577102,23621396577102149
150,2,23,236,23621,2362139,236213965,23621396578,23621396578103,23621396578103150
151,2,23,236,23621,2362139,236213965,23621396578,23621396578103,23621396578103151
152,2,23,236,23621,2362139,236213965,23621396578,23621396578103,23621396578103152
153,2,23,236,23621,2362139,236213965,23621396578,23621396578103,23621396578103153
154,2,23,236,23621,2362139,236213965,23621396578,23621396578103,23621396578103154
155,2,23,236,23621,2362139,236213965,23621396578,23621396578104,23621396578104155
156,2,23,236,23621,2362139,236213965,23621396578,23621396578104,23621396578104156
157,2,23,236,23621,2362140,236214066,23621406679,23621406679105,23621406679105157
158,2,23,236,23621,2362140,236214066,23621406679,23621406679105,23621406679105158
159,2,23,236,23621,2362140,236214066,23621406680,23621406680106,23621406680106159
160,2,23,236,23621,2362141,236214167,23621416781,23621416781107,23621416781107160
161,2,23,236,23621,2362141,236214167,23621416782,23621416782108,23621416782108161
162,2,23,236,23621,2362141,236214167,23621416782,23621416782109,23621416782109162
163,2,23,236,23621,2362141,236214167,23621416782,23621416782110,23621416782110163
164,2,23,236,23621,2362141,236214167,23621416782,23621416782110,23621416782110164
165,2,23,236,23621,2362141,236214168,23621416883,23621416883111,23621416883111165
166,2,23,236,23621,2362141,236214168,23621416883,23621416883112,23621416883112166
167,2,23,236,23621,2362141,236214168,23621416883,23621416883113,23621416883113167
168,2,23,236,23621,2362141,236214168,23621416883,23621416883114,23621416883114168
169,2,23,237,23722,2372242,237224269,23722426984,23722426984115,23722426984115169
170,2,23,237,23722,2372242,237224269,23722426984,23722426984115,23722426984115170
171,2,24,248,24823,2482343,248234370,24823437085,24823437085116,24823437085116171
172,2,24,248,24824,2482444,248244471,24824447186,24824447186117,24824447186117172
